01, NegateConditionals, 6, "sl == 0", "sl != 0"
02, NegateConditionals, 8, "p > tl", "p <= tl"
03, NegateConditionals, 9, "t <= tl", "t > tl"
04, NegateConditionals, 11, "sub[s] == tok[t + s]", "sub[s] != tok[t + s]"
05, NegateConditionals, 11, "++s == sl", "++s != sl"
06, Increments, 9, "t++", "t--"
07, Increments, 11, "++s", "--s"
08, InvertNegatives, 8, "-1", "1"
09, InvertNegatives, 13, "-1", "1"
10, ConditionalsBoundary, 8, "p > tl", "p >= tl"
11, ConditionalsBoundary, 9, "t <= tl", "t < tl"
12, Math, 7, "tok.length - sl", "tok.length + sl"
13, Math, 11, "t + s", "t - s"
