01, NegateConditionals, 20, "i < newBA.length", "i >= newBA.length"
02, ConditionalsBoundary, 20, "i < newBA.length", "i <= newBA.length"
03, Increments, 25, "j++", "j--"
04, VoidMethodCalls, 18, "System.arraycopy(byteArray,0,newBA,0,byteArray.length);
", "DELETED"
05, Math, 7, "byteArray.length % 4", "byteArray.length * 4"
06, Math, 9, "byteArray.length + 1", "byteArray.length - 1"
07, Math, 11, "byteArray.length + 2", "byteArray.length - 2"
08, Math, 13, "byteArray.length + 3", "byteArray.length - 3"
09, Math, 15, "byteArray.length + 0", "byteArray.length - 0"
10, Math, 19, "newBA.length / 4", "newBA.length * 4"
11, Math, 21, "newBA[i + 3] & 0xFF", "newBA[i + 3] | 0xFF"
12, Math, 21, "i + 3", "i - 3"
13, Math, 22, "(newBA[i + 2] << 8) & 0xFF00", "(newBA[i + 2] << 8) | 0xFF00"
14, Math, 22, "newBA[i + 2] << 8", "newBA[i + 2] >> 8"
15, Math, 22, "i + 2", "i - 2"
16, Math, 23, "(newBA[i + 1] << 16) & 0xFF0000", "(newBA[i + 1] << 16) | 0xFF0000"
17, Math, 23, "newBA[i + 1] << 16", "newBA[i + 1] >> 16"
18, Math, 23, "i + 1", "i - 1"
19, Math, 24, "(newBA[i + 0] << 24) & 0xFF000000", "(newBA[i + 0] << 24) | 0xFF000000"
20, Math, 24, "newBA[i + 0] << 24", "newBA[i + 0] >> 24"
21, Math, 24, "i + 0", "i - 0"
