1, Math, 7, "b[1] & 0xFF", "b[1] | 0xFF"
2, Math, 9, "b[0] & 0xFF", "b[0] | 0xFF"
3, Math, 12, "b[0] & 0xFF", "b[0] | 0xFF"
4, Math, 14, "b[1] & 0xFF", "b[1] | 0xFF"
