01, Math, 9, "jahr % 4", "jahr * 4"
02, Math, 9, "jahr % 100", "jahr * 100"
03, Math, 9, "jahr % 400", "jahr * 400"
04, ConditionalsBoundary, 5, "jahr < 0", "jahr <= 0"
05, ConditionalsBoundary, 6, "monat < 1", "monat <= 1"
06, ConditionalsBoundary, 6, "monat > 12", "monat >= 12"
07, ConditionalsBoundary, 7, "tag < 1", "tag <= 1"
08, ConditionalsBoundary, 10, "tag > 29", "tag >= 29"
09, ConditionalsBoundary, 13, "tag > 28", "tag >= 28"
10, ConditionalsBoundary, 17, "tag > 30", "tag >= 30"
11, ConditionalsBoundary, 20, "tag > 31", "tag >= 31"
12, NegateConditionals, 5, "jahr < 0", "jahr >= 0"
13, NegateConditionals, 6, "monat < 1", "monat >= 1"
14, NegateConditionals, 6, "monat > 12", "monat <= 12"
15, NegateConditionals, 7, "tag < 1", "tag >= 1"
16, NegateConditionals, 8, "monat == 2", "monat != 2"
17, NegateConditionals, 9, "jahr % 4 == 0", "jahr % 4 != 0"
18, NegateConditionals, 9, "jahr % 100 != 0", "jahr % 100 == 0"
19, NegateConditionals, 9, "jahr % 400 == 0", "jahr % 400 != 0"
20, NegateConditionals, 10, "tag > 29", "tag <= 29"
21, NegateConditionals, 13, "tag > 28", "tag <= 28"
22, NegateConditionals, 16, "monat == 4", "monat != 4"
23, NegateConditionals, 16, "monat == 6", "monat != 6"
24, NegateConditionals, 16, "monat == 9", "monat != 9"
25, NegateConditionals, 16, "monat == 11", "monat != 11"
26, NegateConditionals, 17, "tag > 30", "tag <= 30"
27, NegateConditionals, 20, "tag > 31", "tag <= 31"
