01, Math, 5, "1 / 2.75", "1 * 2.75"
02, Math, 6, "7.5625f * t * t", "7.5625f / t / t"
03, Math, 8, "2 / 2.75", "2 * 2.75"
04, Math, 9, "7.5625f * (t-=(1.5 / 2.75)) * t + .75f", "7.5625f * (t-=(1.5 / 2.75)) * t - .75f"
05, Math, 9, "7.5625f * (t-=(1.5 / 2.75)) * t", "7.5625f / (t-=(1.5 / 2.75)) / t"
06, Math, 9, "1.5 / 2.75", "1.5 * 2.75"
07, Math, 11, "2.5 / 2.75", "2.5 * 2.75"
08, Math, 12, "7.5625f * (t-=(2.25 / 2.75)) * t + .9375f", "7.5625f * (t-=(2.25 / 2.75)) * t - .9375f"
09, Math, 12, "7.5625f * (t-=(2.25 / 2.75)) * t", "7.5625f / (t-=(2.25 / 2.75)) / t"
10, Math, 12, "2.25 / 2.75", "2.25 * 2.75"
11, Math, 15, "7.5625f * (t-=(2.625 / 2.75)) * t + .984375f", "7.5625f * (t-=(2.625 / 2.75)) * t - .984375f"
12, Math, 15, "7.5625f * (t-=(2.625 / 2.75)) * t", "7.5625f / (t-=(2.625 / 2.75)) / t"
13, Math, 15, "2.625 / 2.75", "2.625 * 2.75"
14, NegateConditionals, 5, "t < (1 / 2.75)", "t >= (1 / 2.75)"
15, NegateConditionals, 8, "t < 2 / 2.75", "t >= 2 / 2.75"
16, NegateConditionals, 11, "t < 2.5 / 2.75", "t >= 2.5 / 2.75"
17, ConditionalsBoundary, 5, "t < (1 / 2.75)", "t <= (1 / 2.75)"
18, ConditionalsBoundary, 8, "t < 2 / 2.75", "t <= 2 / 2.75"
19, ConditionalsBoundary, 11, "t < 2.5 / 2.75", "t <= 2.5 / 2.75"
