01, ConditionalsBoundary, 5, "c >= 'A'", "c > 'A'"
02, ConditionalsBoundary, 5, "c <= 'Z'", "c < 'Z'"
03, ConditionalsBoundary, 8, "c >= 'a'", "c > 'a'"
04, ConditionalsBoundary, 8, "c <= 'z'", "c < 'z'"
05, ConditionalsBoundary, 11, "c >= '0'", "c > '0'"
06, ConditionalsBoundary, 11, "c <= '9'", "c < '9'"
07, NegateConditionals, 5, "c >= 'A'", "c < 'A'"
08, NegateConditionals, 5, "c <= 'Z'", "c > 'Z'"
09, NegateConditionals, 8, "c >= 'a'", "c < 'a'"
10, NegateConditionals, 8, "c <= 'z'", "c > 'z'"
11, NegateConditionals, 11, "c >= '0'", "c < '0'"
12, NegateConditionals, 11, "c <= '9'", "c > '9'"
13, NegateConditionals, 14, "c == '+'", "c != '+'"
14, NegateConditionals, 17, "c == '/'", "c != '/'"
15, NegateConditionals, 20, "c == '='", "c != '='"
16, InvertNegatives, 23, "-1", "1"
17, Math, 6, "c - 'A'", "c + 'A'"
18, Math, 9, "c - 'a' + 26", "c - 'a' - 26"
19, Math, 9, "c - 'a'", "c + 'a'"
20, Math, 12, "c - '0' + 52", "c - '0' - 52"
21, Math, 12, "c - '0'", "c + '0'"
22, PrimitiveReturns, 15, "62", "0"
23, PrimitiveReturns, 18, "63", "0"
