01, Increments, 7, "I++", "I--"
02, Increments, 11, "II++", "II--"
03, Increments, 11, "i++", "i--"
04, Increments, 22, "i++", "i--"
05, Increments, 22, "J++", "J--"
06, Increments, 25, "J++", "J--"
07, Increments, 27, "J++", "J--"
08, NegateConditionals, 7, "I < source.length", "I >= source.length"
09, NegateConditionals, 8, "source[I] == original[0]", "source[I] != original[0]"
10, NegateConditionals, 10, "i < original.length", "i >= original.length"
11, NegateConditionals, 11, "source[II++] != original[i++]", "source[II++] == original[i++]"
12, NegateConditionals, 17, "d != 0", "d == 0"
13, NegateConditionals, 19, "d < 0", "d >= 0"
14, NegateConditionals, 22, "i < replacement.length", "i >= replacement.length"
15, VoidMethodCalls, 19, "System.arraycopy(ret,0,t,0,((d < 0) ? t.length : ret.length));
", "DELETED"
16, ConditionalsBoundary, 7, "I < source.length", "I <= source.length"
17, ConditionalsBoundary, 10, "i < original.length", "i <= original.length"
18, ConditionalsBoundary, 19, "d < 0", "d <= 0"
19, ConditionalsBoundary, 22, "i < replacement.length", "i <= replacement.length"
20, Math, 6, "replacement.length - original.length", "replacement.length + original.length"
21, Math, 10, "I + 1", "I - 1"
22, Math, 18, "ret.length + d", "ret.length - d"
23, Math, 23, "original.length - 1", "original.length + 1"
