01, Math, 5, "pos - 1", "pos + 1"
02, Math, 9, "pos - 1", "pos + 1"
03, Math, 11, "selectNoLetter ^ (!Character.isLetterOrDigit(ch) && noWordSep.indexOf(ch) == -1)", "selectNoLetter & (!Character.isLetterOrDigit(ch) && noWordSep.indexOf(ch) == -1)"
04, Math, 12, "i + 1", "i - 1"
05, ConditionalsBoundary, 9, "i >= 0", "i > 0"
06, Increments, 9, "i--", "i++"
07, InvertNegatives, 7, "-1", "1"
08, InvertNegatives, 11, "-1", "1"
09, NegateConditionals, 6, "noWordSep == null", "noWordSep != null"
10, NegateConditionals, 7, "noWordSep.indexOf(ch) == -1", "noWordSep.indexOf(ch) != -1"
11, NegateConditionals, 9, "i >= 0", "i < 0"
12, NegateConditionals, 11, "noWordSep.indexOf(ch) == -1", "noWordSep.indexOf(ch) != -1"
