01, ConditionalsBoundary, 5, "dt > 0", "dt >= 0"
02, ConditionalsBoundary, 5, "read < 0", "read <= 0"
03, ConditionalsBoundary, 5, "prevRead > 0", "prevRead >= 0"
04, ConditionalsBoundary, 8, "dt < 0", "dt <= 0"
05, ConditionalsBoundary, 8, "read > 0", "read >= 0"
06, ConditionalsBoundary, 8, "prevRead < 0", "prevRead <= 0"
07, NegateConditionals, 5, "dt > 0", "dt <= 0"
08, NegateConditionals, 5, "read < 0", "read >= 0"
09, NegateConditionals, 5, "prevRead > 0", "prevRead <= 0"
10, NegateConditionals, 8, "dt < 0", "dt >= 0"
11, NegateConditionals, 8, "read > 0", "read <= 0"
12, NegateConditionals, 8, "prevRead < 0", "prevRead >= 0"
