01, Math, 5, "length * 4", "length / 4"
02, Math, 7, "length / 8", "length * 8"
03, Math, 11, "byteBuffer[ptemp] & 0xff", "byteBuffer[ptemp] | 0xff"
04, Math, 13, ""0" + hexVal", ""0" - hexVal"
05, Math, 15, "hexVal + " "", "hexVal - " ""
06, Math, 20, "0xff & byteBuffer[p]", "0xff | byteBuffer[p]"
07, Math, 22, "(char)b + " "", "(char)b - " ""
08, Math, 33, "byteBuffer[i] & 0xff", "byteBuffer[i] | 0xff"
09, Math, 35, ""0" + hexVal", ""0" - hexVal"
10, Math, 37, "hexVal + " "", "hexVal - " ""
11, Math, 45, "0xff & byteBuffer[i]", "0xff | byteBuffer[i]"
12, Math, 47, "(char)b + " "", "(char)b - " ""
13, Increments, 8, "i++", "i--"
14, Increments, 10, "j++", "j--"
15, Increments, 16, "ptemp++", "ptemp--"
16, Increments, 19, "j++", "j--"
17, Increments, 27, "p++", "p--"
18, Increments, 32, "i++", "i--"
19, Increments, 38, "n++", "n--"
20, Increments, 40, "i++", "i--"
21, Increments, 44, "i++", "i--"
22, NegateConditionals, 8, "i < rows", "i >= rows"
23, NegateConditionals, 8, "p < length", "p >= length"
24, NegateConditionals, 10, "j < 8", "j >= 8"
25, NegateConditionals, 12, "hexVal.length() == 1", "hexVal.length() != 1"
26, NegateConditionals, 19, "j < 8", "j >= 8"
27, NegateConditionals, 21, "b > 32", "b <= 32"
28, NegateConditionals, 21, "b < 127", "b >= 127"
29, NegateConditionals, 32, "i < length", "i >= length"
30, NegateConditionals, 34, "hexVal.length() == 1", "hexVal.length() != 1"
31, NegateConditionals, 40, "i < 8", "i >= 8"
32, NegateConditionals, 44, "i < length", "i >= length"
33, NegateConditionals, 46, "b > 32", "b <= 32"
34, NegateConditionals, 46, "b < 127", "b >= 127"
35, VoidMethodCalls, 15, "outputBuf.append(hexVal + " ");
", "DELETED"
36, VoidMethodCalls, 18, "outputBuf.append("    ");
", "DELETED"
37, VoidMethodCalls, 22, "outputBuf.append((char)b + " ");
", "DELETED"
38, VoidMethodCalls, 25, "outputBuf.append(". ");
", "DELETED"
39, VoidMethodCalls, 29, "outputBuf.append("\n");
", "DELETED"
40, VoidMethodCalls, 37, "outputBuf.append(hexVal + " ");
", "DELETED"
41, VoidMethodCalls, 41, "outputBuf.append("   ");
", "DELETED"
42, VoidMethodCalls, 43, "outputBuf.append("    ");
", "DELETED"
43, VoidMethodCalls, 47, "outputBuf.append((char)b + " ");
", "DELETED"
44, VoidMethodCalls, 50, "outputBuf.append(". ");
", "DELETED"
45, VoidMethodCalls, 53, "outputBuf.append("\n");
", "DELETED"
46, ConditionalsBoundary, 8, "i < rows", "i <= rows"
47, ConditionalsBoundary, 8, "p < length", "p <= length"
48, ConditionalsBoundary, 10, "j < 8", "j <= 8"
49, ConditionalsBoundary, 19, "j < 8", "j <= 8"
50, ConditionalsBoundary, 21, "b > 32", "b >= 32"
51, ConditionalsBoundary, 21, "b < 127", "b <= 127"
52, ConditionalsBoundary, 32, "i < length", "i <= length"
53, ConditionalsBoundary, 40, "i < 8", "i <= 8"
54, ConditionalsBoundary, 44, "i < length", "i <= length"
55, ConditionalsBoundary, 46, "b > 32", "b >= 32"
56, ConditionalsBoundary, 46, "b < 127", "b <= 127"
