01, Math, 8, "input[i] & 0xff", "input[i] | 0xff"
02, Math, 9, "j + 1", "j - 1"
03, Math, 9, "input[i] >> 8 & 0xff", "input[i] >> 8 | 0xff"
04, Math, 9, "input[i] >> 8", "input[i] << 8"
05, Math, 10, "j + 2", "j - 2"
06, Math, 10, "input[i] >> 16 & 0xff", "input[i] >> 16 | 0xff"
07, Math, 10, "input[i] >> 16", "input[i] << 16"
08, Math, 11, "j + 3", "j - 3"
09, Math, 11, "input[i] >> 24 & 0xff", "input[i] >> 24 | 0xff"
10, Math, 11, "input[i] >> 24", "input[i] << 24"
11, Increments, 12, "i++", "i--"
12, NegateConditionals, 7, "j < len", "j >= len"
13, ConditionalsBoundary, 7, "j < len", "j <= len"
